name,fname,lname,email,phone,position,address,city,country,linkedin,activity
Amine EL IDRISSI,Amine,EL IDRISSI,,,CEO,,,Morocco,,Technology | Internet of Things (IOT) | Artificial Intelligence
Mohamed Echaoui,Mohamed,Echaoui,,,CEO,,,Morocco,,"Technology | Space Tech | Networking & Infrastructure | Mobile Accessories & Peripherals | Ecommerce | Digital Finance | Consumer Tech, Smart Home & Smart Workplace | Cloud Services"
Nabil HAFFAD,Nabil,HAFFAD,,,CEO,,,Morocco,,"Media, Marketing & Advertising Tech | Cyber security | Big Data & Analytics | Artificial Intelligence | AgriTech & FoodTech"
Bassam Badr AL NAHARI,Bassam,Badr AL NAHARI,,,CEO,,,Morocco,,Incubator/Accelerator/Investment | Technology | Sustainability & Green Climate - Tech | Smart Manufacturing | Smart Cities | Internet of Things (IOT) | AgriTech & FoodTech | 3D Printing & Printing Services
Said El Houari,Said,El Houari,,,CEO,,,Morocco,,Unmanned Aerial Vehicles | Technology | Smart Cities
Hassane Tazi,Hassane,Tazi,,,CEO,,,Morocco,,Technology | Retail Tech | Internet of Things (IOT) | HealthTech
Ali Kalai Tlemcani,Ali,Kalai Tlemcani,,,CEO,,,Morocco,,Technology | Software Services | Cyber security | Cloud Services | Big Data & Analytics
Abderrahim OUBELAID,Abderrahim,OUBELAID,,,CEO,,,Morocco,,Incubator/Accelerator/Investment | Technology | Internet of Things (IOT)
Warhou abdellatif,Warhou,abdellatif,,,Ceo,,,Morocco,,Technology | Software Services | Mobile Accessories & Peripherals | AR/VR/MR & Gaming | Internet of Things (IOT) | Education Tech | Digital Finance
Kenza LEBBAR,Kenza,LEBBAR,,,CEO,,,Morocco,,Technology | Software Services | Digital Finance
Moulay Rachid Najah idrissi,Moulay,Rachid Najah idrissi,,,CEO,,,Morocco,,Cyber security | Cloud Services | Artificial Intelligence
Redouane Mansour,Redouane,Mansour,,,CEO,,,Morocco,,Technology | Software Services | Retail Tech | Regulatory Technology | Quantum & High Performance Computing | Networking & Infrastructure
Ali Louadi,Ali,Louadi,,,CEO,,,Morocco,,"Incubator/Accelerator/Investment | Technology | Software Services | AR/VR/MR & Gaming | Media, Marketing & Advertising Tech | HealthTech | Consumer Tech, Smart Home & Smart Workplace | Cloud Services | Blockchain | Big Data & Analytics | Artificial Intelligence"
Hamza Cherrati,Hamza,Cherrati,,,CEO,,,Morocco,,Technology | Retail Tech | Quantum & High Performance Computing | Networking & Infrastructure | AR/VR/MR & Gaming
Soufiane Taouil,Soufiane,Taouil,,,CEO,,,Morocco,,Incubator/Accelerator/Investment | Unmanned Aerial Vehicles | Technology
El Hassane Chbihi Quadpuri,El,Hassane Chbihi Quadpuri,,,CEO,,,Morocco,,Incubator/Accelerator/Investment | Technology | HealthTech
Aallam Anass,Aallam,Anass,,,CEO,,,Morocco,,"Technology | Space Tech | PropTech | Mobile Accessories & Peripherals | AR/VR/MR & Gaming | Media, Marketing & Advertising Tech | HealthTech | Education Tech | Creative Economy | Cloud Services | 5G & Telecommunications"
Mati Mouni,Mati,Mouni,,,CEO,,,Morocco,,Technology | Space Tech | PropTech
Mehdi Marsile,Mehdi,Marsile,,,CEO,,,Morocco,,"Incubator/Accelerator/Investment | Mobile Accessories & Peripherals | Media, Marketing & Advertising Tech | HealthTech"
Youssef BOUSSAFA,Youssef,BOUSSAFA,,,CTO & Co-Founder,,,Morocco,,Incubator/Accelerator/Investment | Technology | Software Services
Salaheddine benheddou,Salaheddine,benheddou,,,CEO,,,Morocco,,Technology | Sustainability & Green Climate - Tech | Software Services
Hassan mossaoui,Hassan,mossaoui,,,ceo,,,Morocco,,Incubator/Accelerator/Investment | Unmanned Aerial Vehicles | Technology | Sustainability & Green Climate - Tech
Abdelouadoud Eddoukhi,Abdelouadoud,Eddoukhi,,,CEO,,,Morocco,,Technology | Retail Tech | Ecommerce
Khalil El Hamoumi,Khalil,El Hamoumi,,,CEO,,,Morocco,,Incubator/Accelerator/Investment | Technology | Retail Tech
Youness KAMALI,Youness,KAMALI,,,CEO,,,Morocco,,Technology | Retail Tech | Quantum & High Performance Computing
Fettah Aouad,Fettah,Aouad,,,Ceo,,,Morocco,,Unmanned Aerial Vehicles | Technology | Sustainability & Green Climate - Tech
Fadil Sohayb,Fadil,Sohayb,,,CEO,,,Morocco,,Unmanned Aerial Vehicles | Technology | PropTech
Hicham Belgacem,Hicham,Belgacem,,,ceo,,,Morocco,,Job Title: CEO | Industry: Technology | Company Type: Limited Liability Company | Country: Morocco | Partial match - Role Compatibility: Similar role category: CEO ↔ ceo
Salim Addih,Salim,Addih,,,CEO,,,Morocco,,"Incubator/Accelerator/Investment | Media, Marketing & Advertising Tech | Consumer Tech, Smart Home & Smart Workplace"
Asmaa ASSAFI,Asmaa,ASSAFI,,,Founder & CEO,,,Morocco,,Incubator/Accelerator/Investment | Blockchain | Artificial Intelligence
Walid Benzina,Walid,Benzina,,,CEO,,,Morocco,,Technology | Software Services | Retail Tech | HealthTech | Education Tech | Ecommerce | Artificial Intelligence
Jawad Belkhayat,Jawad,Belkhayat,,,CEO,,,Morocco,,Technology | Space Tech | Retail Tech
Youssef SAHYOUF,Youssef,SAHYOUF,,,CEO & Founder,,,Morocco,,Incubator/Accelerator/Investment | Smart Cities | Networking & Infrastructure | Internet of Things (IOT) | HealthTech | Education Tech | Ecommerce | Digital Finance | Creative Economy | Artificial Intelligence | AgriTech & FoodTech
Amine Mechat,Amine,Mechat,,,CEO,,,Morocco,,Job Title: ceo | Industry: Technology | Company Type: Limited Liability Company | Country: Morocco | Partial match - Role Compatibility: Similar role category: ceo ↔ CEO
Lahbib Ouchaouch,Lahbib,Ouchaouch,,,CEO,,,Morocco,,Job Title: ceo | Industry: Technology | Company Type: Limited Liability Company | Country: Morocco | Partial match - Role Compatibility: Similar role category: ceo ↔ CEO
Yassine EL OUALIDI,Yassine,EL OUALIDI,,,CEO,,,Morocco,,Job Title: CEO | Industry: Technology | Company Type: Limited Liability Company | Country: Morocco | Partial match - Role Compatibility: Similar role category: CEO ↔ CEO
Mbarek Ouazragh,Mbarek,Ouazragh,,,CEO,,,Morocco,,Job Title: CEO | Industry: Technology | Company Type: Limited Liability Company | Country: Morocco | Partial match - Role Compatibility: Similar role category: CEO ↔ CEO
Amine Benabdallah,Amine,Benabdallah,,,CEO,,,Morocco,,Job Title: CEO | Industry: Technology | Company Type: Limited Liability Company | Country: Morocco | Partial match - Role Compatibility: Similar role category: CEO ↔ CEO
Seme Elayne Oussama,Seme,Elayne Oussama,,,Ceo,,,Morocco,,Job Title: CEO | Industry: Technology | Company Type: Limited Liability Company | Country: Morocco | Partial match - Role Compatibility: Similar role category: CEO ↔ Ceo
Guneau Grgory,Guneau,Grgory,,,CEO,,,Morocco,,Smart Cities | Education Tech | Big Data & Analytics | Artificial Intelligence
Walid EL ALAOUI MRANI,Walid,EL ALAOUI MRANI,,,CEO,,,Morocco,,Job Title: CEO | Industry: Technology | Company Type: Limited Liability Company | Country: Morocco | Partial match - Role Compatibility: Similar role category: CEO ↔ CEO
Faycal CHRAIBI,Faycal,CHRAIBI,,,CEO,,,Morocco,,Job Title: CEO | Industry: Technology | Company Type: Limited Liability Company | Country: Morocco | Partial match - Role Compatibility: Similar role category: CEO ↔ CEO
Dayae Ddine Marouch,Dayae,Ddine Marouch,,,CEO,,,Morocco,,Incubator/Accelerator/Investment | Technology | Ecommerce
Fouad Faris,Fouad,Faris,,,CEO,,,Morocco,,Job Title: CEO | Industry: Technology | Company Type: Limited Liability Company | Country: Morocco | Partial match - Role Compatibility: Similar role category: CEO ↔ CEO
Badr Eddine GOUMIH,Badr,Eddine GOUMIH,,,CEO,,,Morocco,,Job Title: CEO | Industry: Technology | Company Type: Limited Liability Company | Country: Morocco | Partial match - Role Compatibility: Similar role category: CEO ↔ CEO
Yassine ELyamani,Yassine,ELyamani,,,CEO,,,Morocco,,Incubator/Accelerator/Investment | Smart Manufacturing | Quantum & High Performance Computing
Ali Aboussebaba,Ali,Aboussebaba,,,CEO,,,Morocco,,"Incubator/Accelerator/Investment | PropTech | Media, Marketing & Advertising Tech | Artificial Intelligence"
Youssef morjani,Youssef,morjani,,,ceo,,,Morocco,,Software Services | Quantum & High Performance Computing | Networking & Infrastructure
Abdellah Zeroual,Abdellah,Zeroual,,,CEO,,,Morocco,,Technology | Software Services | Networking & Infrastructure
Achraf Mamalik,Achraf,Mamalik,,,CEO,,,Morocco,,Technology | Software Services | Networking & Infrastructure
Zouhair Ngadi,Zouhair,Ngadi,,,CEO,,,Morocco,,"Incubator/Accelerator/Investment | Technology | Software Services | Retail Tech | Regulatory Technology | Quantum & High Performance Computing | Networking & Infrastructure | HealthTech | Ecommerce | Data Centres | Cyber security | Consumer Tech, Smart Home & Smart Workplace | Cloud Services | Blockchain | Big Data & Analytics | Artificial Intelligence | 3D Printing & Printing Services"
Said RHARMILI,Said,RHARMILI,,,CEO,,,Morocco,,"Technology | Space Tech | Mobile Accessories & Peripherals | Consumer Tech, Smart Home & Smart Workplace | Artificial Intelligence"
Ali EL KANDOUSSI,Ali,EL KANDOUSSI,,,CEO,,,Morocco,,Incubator/Accelerator/Investment | Software Services | Smart Cities
Mohamed Amine BANANI,Mohamed,Amine BANANI,,,Consultant,,,Morocco,,Incubator/Accelerator/Investment | Technology | Space Tech | Software Services | Quantum & High Performance Computing | Gaming | Data Centres | Blockchain | Big Data & Analytics | Artificial Intelligence
Ismail Benzakour,Ismail,Benzakour,,,CEO,,,Morocco,,Job Title: CEO | Industry: Technology | Company Type: Limited Liability Company | Country: Morocco | Partial match - Role Compatibility: Similar role category: CEO ↔ CEO
Brahim Gommi,Brahim,Gommi,,,CEO,,,Morocco,,Job Title: CEO | Industry: Technology | Company Type: Limited Liability Company | Country: Morocco | Partial match - Role Compatibility: Similar role category: CEO ↔ CEO
Max Rosari,Max,Rosari,,,CEO,,,Morocco,,"Technology | Software Services | Quantum & High Performance Computing | Media, Marketing & Advertising Tech | Ecommerce | Data Centres"
Salaheddine Ghiati,Salaheddine,Ghiati,,,CEO,,,Morocco,,Technology | Retail Tech | PropTech
Abdelaziz Belkoura,Abdelaziz,Belkoura,,,CEO / CTO,,,Morocco,,Incubator/Accelerator/Investment | Technology | Sustainability & Green Climate - Tech | Space Tech | Software Services | Smart Cities | Retail Tech | Internet of Things (IOT) | HealthTech | Gaming | Education Tech | Data Centres | Cyber security | Big Data & Analytics
Bahae Eddine Halim,Bahae,Eddine Halim,,,Co Founder & CTO,,,Morocco,,"Incubator/Accelerator/Investment | Unmanned Aerial Vehicles | Technology | Sustainability & Green Climate - Tech | Space Tech | Software Services | Smart Manufacturing | Smart Cities | Retail Tech | Regulatory Technology | Quantum & High Performance Computing | PropTech | Networking & Infrastructure | Mobile Accessories & Peripherals | AR/VR/MR & Gaming | Media, Marketing & Advertising Tech | HealthTech | Gaming | Future Mobility & Transportation | Energy Tech | Education Tech | Ecommerce | Digital Finance | Data Centres | Cyber security | Creative Economy | Consumer Tech, Smart Home & Smart Workplace | Cloud Services | Blockchain | Big Data & Analytics | Artificial Intelligence | AgriTech & FoodTech | 5G & Telecommunications | 3D Printing & Printing Services"
Yassir GRAINI,Yassir,GRAINI,,,Director,,,Morocco,,"Incubator/Accelerator/Investment | Unmanned Aerial Vehicles | Technology | Sustainability & Green Climate - Tech | Space Tech | Software Services | Smart Manufacturing | Smart Cities | Retail Tech | Regulatory Technology | Quantum & High Performance Computing | PropTech | Networking & Infrastructure | Mobile Accessories & Peripherals | AR/VR/MR & Gaming | Media, Marketing & Advertising Tech | Internet of Things (IOT) | HealthTech | Gaming | Future Mobility & Transportation | Energy Tech | Education Tech | Ecommerce | Digital Finance | Data Centres | Cyber security | Creative Economy | Consumer Tech, Smart Home & Smart Workplace | Cloud Services | Blockchain | Big Data & Analytics | Artificial Intelligence | AgriTech & FoodTech | 3D Printing & Printing Services"
Jalal Bouimadaghane,Jalal,Bouimadaghane,,,Founder & CTO,,,Morocco,,"Incubator/Accelerator/Investment | Technology | Space Tech | Software Services | Smart Cities | Retail Tech | Quantum & High Performance Computing | Networking & Infrastructure | Mobile Accessories & Peripherals | AR/VR/MR & Gaming | Media, Marketing & Advertising Tech | Internet of Things (IOT) | HealthTech | Gaming | Future Mobility & Transportation | Ecommerce | Digital Finance | Data Centres | Cyber security | Creative Economy | Consumer Tech, Smart Home & Smart Workplace | Cloud Services | Big Data & Analytics | Artificial Intelligence | 5G & Telecommunications"
Riad Boukirou,Riad,Boukirou,,,CTO / CEO,,,Morocco,,Technology | Cyber security | Artificial Intelligence
Rachid Bouguarra,Rachid,Bouguarra,,,CTO,,,Morocco,,Technology | Software Services | Internet of Things (IOT) | Energy Tech | Education Tech | Cloud Services | Artificial Intelligence
Samir BENHSSAIN,Samir,BENHSSAIN,,,CEO,,,Morocco,,Technology | Sustainability & Green Climate - Tech | Software Services | Smart Manufacturing | Retail Tech | Mobile Accessories & Peripherals | Ecommerce | Digital Finance
Aymane EL HATTAB,Aymane,EL HATTAB,,,CEO & Founder,,,Morocco,,Incubator/Accelerator/Investment | Technology | Space Tech | Software Services
Omar SAIDI ALAOUI,Omar,SAIDI ALAOUI,,,Founder CEO,,,Morocco,,"Incubator/Accelerator/Investment | Technology | Software Services | Smart Cities | Networking & Infrastructure | Internet of Things (IOT) | HealthTech | Energy Tech | Education Tech | Consumer Tech, Smart Home & Smart Workplace | Big Data & Analytics | Artificial Intelligence | AgriTech & FoodTech | 5G & Telecommunications"
Anass BENOUHOUD,Anass,BENOUHOUD,,,CEO,,,Morocco,,Incubator/Accelerator/Investment | Technology | HealthTech | Future Mobility & Transportation
Zakaria EL GHOURFI,Zakaria,EL GHOURFI,,,CTO,,,Morocco,,"Incubator/Accelerator/Investment | Technology | Software Services | Networking & Infrastructure | Media, Marketing & Advertising Tech"
Marouane Almai,Marouane,Almai,,,Consultant,,,Morocco,,Incubator/Accelerator/Investment | Sustainability & Green Climate - Tech | Data Centres
Yassine Tarkaoui,Yassine,Tarkaoui,,,CTO,,,Morocco,,"Technology | Software Services | Media, Marketing & Advertising Tech | Ecommerce"
Athmane Bergueddi,Athmane,Bergueddi,,,CTO,,,Morocco,,Incubator/Accelerator/Investment | Technology | Software Services | Networking & Infrastructure | Mobile Accessories & Peripherals | Data Centres
Said Assemlal,Said,Assemlal,,,CTO,,,Morocco,,Technology | Software Services | Artificial Intelligence
Achraf Aamri,Achraf,Aamri,,,CTO,,,Morocco,,Incubator/Accelerator/Investment | Technology | Retail Tech | Education Tech | Ecommerce
Adil Boussaken,Adil,Boussaken,,,CTO,,,Morocco,,Software Services | Smart Cities | Retail Tech
Kamal SADIK,Kamal,SADIK,,,CTO,,,Morocco,,Incubator/Accelerator/Investment | Technology | Internet of Things (IOT) | Energy Tech
Hamza Talhaouia,Hamza,Talhaouia,,,CTO,,,Morocco,,Technology | Smart Cities | PropTech
Ayman touhami,Ayman,touhami,,,CTO,,,Morocco,,Incubator/Accelerator/Investment | Technology | Artificial Intelligence
Yassine Belarbi,Yassine,Belarbi,,,CTO,,,Morocco,,"Incubator/Accelerator/Investment | Media, Marketing & Advertising Tech | Artificial Intelligence"
Karim Issaoub,Karim,Issaoub,,,CTO,,,Morocco,,Incubator/Accelerator/Investment | Technology | Big Data & Analytics | Artificial Intelligence
Hanae El Hajji,Hanae,El Hajji,,,CTO,,,Morocco,,"Technology | Software Services | Networking & Infrastructure | Media, Marketing & Advertising Tech | Internet of Things (IOT) | Education Tech | Cyber security | Artificial Intelligence | 5G & Telecommunications"
Mohamed Ayach,Mohamed,Ayach,,,CTO,,,Morocco,,"Technology | Smart Cities | AR/VR/MR & Gaming | Gaming | Consumer Tech, Smart Home & Smart Workplace | Cloud Services | Artificial Intelligence"
Nabil Ougrirane,Nabil,Ougrirane,,,CTO,,,Morocco,,Incubator/Accelerator/Investment | Technology | Software Services
Abdellah bounafaa,Abdellah,bounafaa,,,CTO,,,Morocco,,Incubator/Accelerator/Investment | Technology | Software Services
Hiba TAZI,Hiba,TAZI,,,CMO,,,Morocco,,Incubator/Accelerator/Investment | Technology | Software Services
Ismail AENAN,Ismail,AENAN,,,CMO,,,Morocco,,Incubator/Accelerator/Investment | Technology | Space Tech | Software Services
Abdessalam Mouttaki,Abdessalam,Mouttaki,,,CTO,,,Morocco,,Incubator/Accelerator/Investment | Technology | Sustainability & Green Climate - Tech | Software Services | Smart Cities | Retail Tech | Quantum & High Performance Computing | Networking & Infrastructure | AR/VR/MR & Gaming | Internet of Things (IOT) | Gaming | Energy Tech | Education Tech | Cyber security | Blockchain | Big Data & Analytics | Artificial Intelligence
